iso3,year,infant_mortality,inflation_yoy,food_prod_index,ext_debt_gni,work_age_share,youth_bulge_proxy
SST,1962,,,100.0,,55.1262475884089,22.05049903536356
SST,1963,,,100.0,,55.0420822777035,22.0168329110814
SST,1964,,,100.0,,55.0183132979277,22.00732531917108
SST,1965,,,100.0,,55.0070488734083,22.002819549363323
SST,1966,,,100.0,,55.0035032756111,22.001401310244443
SST,1967,,,100.0,,55.0376604929371,22.01506419717484
SST,1968,,,100.0,,55.1033216035758,22.041328641430322
SST,1969,,,100.0,,55.2181606959381,22.087264278375244
SST,1970,,,100.0,,55.4066034898149,22.16264139592596
SST,1971,,,100.0,,55.6311193678172,22.25244774712688
SST,1972,,,100.0,,55.8687493581909,22.34749974327636
SST,1973,,,100.0,,56.1544153426985,22.4617661370794
SST,1974,,,100.0,,56.4535894850928,22.58143579403712
SST,1975,,,100.0,,56.7579315326479,22.703172613059163
SST,1976,,,100.0,,57.081981773016,22.8327927092064
SST,1977,,,100.0,,57.4151425953217,22.96605703812868
SST,1978,,,100.0,,57.7412612477993,23.09650449911972
SST,1979,,,100.0,,58.0208805076417,23.20835220305668
SST,1980,,,100.0,,58.2556529699924,23.30226118799696
SST,1981,,,100.0,,58.4675149267697,23.387005970707882
SST,1982,,,100.0,,58.650938128685,23.460375251474
SST,1983,,,100.0,,58.7897355005991,23.515894200239643
SST,1984,,,100.0,,58.8974225968263,23.558969038730524
SST,1985,,,100.0,,58.9824730125044,23.59298920500176
SST,1986,,,100.0,,59.0389094275109,23.61556377100436
SST,1987,,,100.0,,59.0823885153035,23.6329554061214
SST,1988,,,100.0,,59.134525354393,23.6538101417572
SST,1989,,,100.0,,59.1809178831218,23.67236715324872
SST,1990,51.9734960610678,,100.0,,59.2235229607758,23.68940918431032
SST,1991,51.3682544170672,,100.0,,59.3033426197096,23.721337047883843
SST,1992,50.1689785526733,,100.0,,59.416138568563,23.7664554274252
SST,1993,49.1423044491205,,100.0,,59.5236584966093,23.80946339864372
SST,1994,48.5782246612895,,100.0,,59.6115794509294,23.84463178037176
SST,1995,48.1806332752428,,100.0,,59.7745047292979,23.909801891719162
SST,1996,47.2436226249031,,100.0,,60.0416380050804,24.01665520203216
SST,1997,46.4514792497528,,100.0,,60.3726165714141,24.149046628565642
SST,1998,46.2030452846322,,100.0,,60.7622177183973,24.30488708735892
SST,1999,46.6765886287625,,100.0,,61.2499738898326,24.49998955593304
SST,2000,39.4229621831045,,100.0,,61.7123090761196,24.68492363044784
SST,2001,38.8781133052331,,100.0,,62.0595170815676,24.823806832627042
SST,2002,38.2390816146115,,100.0,,62.3878793267877,24.95515173071508
SST,2003,37.4779253971586,,100.0,,62.7141562067592,25.085662482703682
SST,2004,36.4255089461327,,100.0,,63.0515199200454,25.22060796801816
SST,2005,35.3735160637554,,100.0,,63.3401381634929,25.336055265397164
SST,2006,33.5051160325721,,100.0,,63.6340211047075,25.453608441883002
SST,2007,32.6504137163638,,100.0,,63.9315213621424,25.572608544856962
SST,2008,31.9679952453784,,100.0,,64.2216635641172,25.688665425646878
SST,2009,30.9827449732228,,100.0,,64.465753807423,25.7863015229692
SST,2010,29.9439287566428,,100.0,,64.6753477011857,25.87013908047428
SST,2011,28.8889148014744,,100.0,,64.8536872955841,25.941474918233638
SST,2012,28.2534690725269,,100.0,,64.9810635766697,25.99242543066788
SST,2013,27.6859663910708,,100.0,,65.0653507798155,26.026140311926202
SST,2014,27.1606864527123,,100.0,,65.1325735795006,26.05302943180024
SST,2015,26.3610123562287,,100.0,,65.2007700530976,26.08030802123904
SST,2016,25.5561762973401,,100.0,,65.2613378429031,26.104535137161243
SST,2017,25.1492688282222,,100.0,,65.3339330980872,26.13357323923488
SST,2018,24.4825080801933,,100.0,,65.4681977766527,26.18727911066108
SST,2019,24.1941993553849,,100.0,,65.5743939448597,26.22975757794388
SST,2020,23.7506663553416,,100.0,,65.6293413511642,26.251736540465682
SST,2021,23.2658505162397,,100.0,,65.7196597704496,26.28786390817984
SST,2022,22.9700556480149,,100.0,,65.8175698653902,26.32702794615608
SST,2023,22.4414144693519,,100.0,,65.8824422554976,26.35297690219904
SST,2024,21.78651542672,,100.0,,65.9423509770099,26.37694039080396
SST,2025,21.78651542672,,100.0,,65.9423509770099,26.37694039080396
STP,1960,,,,,63.4983532317826,25.399341292713043
STP,1961,,,86.2,,61.9832184727791,24.79328738911164
