year,COWcode,pol_cat_pitf,regime_imputed
1970,2,D/fact,0
1971,2,D/fact,0
1972,2,D/fact,0
1973,2,D/fact,0
1974,2,D/F,0
1975,2,D/F,0
1976,2,D/F,0
1977,2,D/F,0
1978,2,D/F,0
1979,2,D/F,0
1980,2,D/F,0
1981,2,D/F,0
1982,2,D/F,0
1983,2,D/F,0
1984,2,D/F,0
1985,2,D/F,0
1986,2,D/F,0
1987,2,D/F,0
1988,2,D/F,0
1989,2,D/F,0
1990,2,D/F,0
1991,2,D/F,0
1992,2,D/F,0
1993,2,D/F,0
1994,2,D/F,0
1995,2,D/F,0
1996,2,D/F,0
1997,2,D/F,0
1998,2,D/F,0
1999,2,D/F,0
2000,2,D/F,0
2001,2,D/F,0
2002,2,D/F,0
2003,2,D/F,0
2004,2,D/F,0
2005,2,D/F,0
2006,2,D/F,0
2007,2,D/F,0
2008,2,D/F,0
2009,2,D/F,0
2010,2,D/F,0
2011,2,D/F,0
2012,2,D/F,0
2013,2,D/F,0
2014,2,D/F,0
2015,2,D/F,0
2016,2,D/fact,0
2017,2,D/fact,0
2018,2,D/fact,0
2019,2,D/fact,0
2020,2,D/fact,0
2021,2,D/fact,1
2022,2,D/fact,1
2023,2,D/fact,1
2024,2,D/fact,1
2025,2,D/fact,1
1970,20,D/F,0
1971,20,D/F,0
1972,20,D/F,0
1973,20,D/F,0
1974,20,D/F,0
1975,20,D/F,0
1976,20,D/F,0
1977,20,D/F,0
1978,20,D/F,0
1979,20,D/F,0
1980,20,D/F,0
1981,20,D/F,0
1982,20,D/F,0
1983,20,D/F,0
1984,20,D/F,0
1985,20,D/F,0
1986,20,D/F,0
1987,20,D/F,0
1988,20,D/F,0
1989,20,D/F,0
1990,20,D/F,0
1991,20,D/F,0
1992,20,D/F,0
1993,20,D/F,0
1994,20,D/F,0
1995,20,D/F,0
1996,20,D/F,0
1997,20,D/F,0
1998,20,D/F,0
1999,20,D/F,0
2000,20,D/F,0
2001,20,D/F,0
2002,20,D/F,0
2003,20,D/F,0
2004,20,D/F,0
2005,20,D/F,0
2006,20,D/F,0
2007,20,D/F,0
2008,20,D/F,0
2009,20,D/F,0
2010,20,D/F,0
2011,20,D/F,0
2012,20,D/F,0
2013,20,D/F,0
2014,20,D/F,0
2015,20,D/F,0
2016,20,D/F,0
2017,20,D/F,0
2018,20,D/F,0
2019,20,D/F,1
2020,20,D/F,1
2021,20,D/F,1
2022,20,D/F,1
2023,20,D/F,1
2024,20,D/F,1
2025,20,D/F,1
1970,40,A/F,0
1971,40,A/F,0
1972,40,A/F,0
1973,40,A/F,0
1974,40,A/F,0
1975,40,A/F,0
1976,40,A/F,0
1977,40,A/F,0
1978,40,A/F,0
1979,40,A/F,0
1980,40,A/F,0
1981,40,A/F,0
1982,40,A/F,0
1983,40,A/F,0
1984,40,A/F,0
1985,40,A/F,0
1986,40,A/F,0
1987,40,A/F,0
1988,40,A/F,0
1989,40,A/F,0
1990,40,A/F,0
1991,40,A/F,0
1992,40,A/F,0
1993,40,A/F,0
1994,40,A/F,0
1995,40,A/F,0
1996,40,A/F,0
1997,40,A/F,0
1998,40,A/F,0
1999,40,A/F,0
2000,40,A/F,0
2001,40,A/F,0
2002,40,A/F,0
2003,40,A/F,0
2004,40,A/F,0
2005,40,A/F,0
2006,40,A/F,0
2007,40,A/F,0
2008,40,A/F,0
2009,40,A/F,0
2010,40,A/F,0
2011,40,A/F,0
2012,40,A/F,0
2013,40,A/F,0
2014,40,A/F,0
2015,40,A/F,0
2016,40,A/F,0
2017,40,A/F,0
2018,40,A/F,0
2019,40,A/F,1
2020,40,A/F,1
2021,40,A/F,1
2022,40,A/F,1
2023,40,A/F,1
2024,40,A/F,1
2025,40,A/F,1
1970,41,A/F,0
1971,41,A/F,0
1972,41,A/F,0
1973,41,A/F,0
1974,41,A/F,0
1975,41,A/F,0
1976,41,A/F,0
1977,41,A/F,0
1978,41,A/F,0
1979,41,A/F,0
1980,41,A/F,0
1981,41,A/F,0
1982,41,A/F,0
1983,41,A/F,0
1984,41,A/F,0
1985,41,A/F,0
1986,41,transition,0
1987,41,transition,0
1988,41,transition,0
1989,41,transition,0
1990,41,transition,0
1991,41,A/F,0
1992,41,A/F,0
1993,41,A/F,0
1994,41,D/fact,0
1995,41,D/fact,0
1996,41,D/fact,0
1997,41,D/fact,0
1998,41,D/fact,0
1999,41,transition,0
2000,41,A/P,0
2001,41,A/P,0
2002,41,A/P,0
2003,41,A/P,0
2004,41,transition,0
2005,41,transition,0
2006,41,D/fact,0
2007,41,D/fact,0
2008,41,D/fact,0
2009,41,D/fact,0
2010,41,transition,0
2011,41,transition,0
2012,41,transition,0
2013,41,transition,0
2014,41,transition,0
2015,41,transition,0
2016,41,transition,0
2017,41,D/P,0
2018,41,D/P,0
2019,41,D/P,1
2020,41,D/P,1
2021,41,D/P,1
2022,41,D/P,1
2023,41,D/P,1
2024,41,D/P,1
2025,41,D/P,1
1970,42,A/P,0
1971,42,A/P,0
1972,42,A/P,0
1973,42,A/P,0
1974,42,A/P,0
1975,42,A/P,0
1976,42,A/P,0
1977,42,A/P,0
1978,42,D/fact,0
1979,42,D/fact,0
1980,42,D/fact,0
1981,42,D/fact,0
1982,42,D/fact,0
1983,42,D/fact,0
1984,42,D/fact,0
1985,42,D/fact,0
1986,42,D/fact,0
1987,42,D/fact,0
1988,42,D/fact,0
1989,42,D/fact,0
1990,42,D/fact,0
1991,42,D/fact,0
1992,42,D/fact,0
1993,42,D/fact,0
1994,42,D/fact,0
1995,42,D/fact,0
1996,42,D/P,0
1997,42,D/P,0
1998,42,D/P,0
1999,42,D/P,0
2000,42,D/P,0
2001,42,D/P,0
2002,42,D/P,0
2003,42,D/P,0
2004,42,D/P,0
2005,42,D/P,0
2006,42,D/P,0
2007,42,D/P,0
2008,42,D/P,0
2009,42,D/P,0
2010,42,D/P,0
2011,42,D/P,0
2012,42,D/P,0
2013,42,D/P,0
2014,42,D/P,0
2015,42,D/P,0
2016,42,D/P,0
2017,42,D/P,0
2018,42,D/P,0
2019,42,D/P,1
2020,42,D/P,1
2021,42,D/P,1
2022,42,D/P,1
2023,42,D/P,1
2024,42,D/P,1
2025,42,D/P,1
1970,51,D/F,0
1971,51,D/F,0
1972,51,D/F,0
1973,51,D/F,0
1974,51,D/F,0
1975,51,D/F,0
1976,51,D/F,0
1977,51,D/F,0
1978,51,D/F,0
1979,51,D/F,0
1980,51,D/F,0
1981,51,D/F,0
1982,51,D/F,0
1983,51,D/F,0
1984,51,D/F,0
1985,51,D/F,0
1986,51,D/F,0
1987,51,D/F,0
1988,51,D/F,0
1989,51,D/F,0
1990,51,D/F,0
1991,51,D/F,0
1992,51,D/F,0
1993,51,D/P,0
1994,51,D/P,0
1995,51,D/P,0
1996,51,D/P,0
1997,51,D/P,0
1998,51,D/P,0
1999,51,D/P,0
2000,51,D/P,0
2001,51,D/P,0
2002,51,D/P,0
2003,51,D/P,0
2004,51,D/P,0
2005,51,D/P,0
2006,51,D/P,0
2007,51,D/P,0
2008,51,D/P,0
2009,51,D/P,0
2010,51,D/P,0
2011,51,D/P,0
2012,51,D/P,0
2013,51,D/P,0
2014,51,D/P,0
2015,51,D/P,0
2016,51,D/P,0
2017,51,D/P,0
2018,51,D/P,0
2019,51,D/P,1
2020,51,D/P,1
2021,51,D/P,1
2022,51,D/P,1
2023,51,D/P,1
2024,51,D/P,1
2025,51,D/P,1
1970,52,D/P,0
1971,52,D/P,0
1972,52,D/P,0
1973,52,D/P,0
1974,52,D/P,0
1975,52,D/P,0
1976,52,D/P,0
1977,52,D/P,0
1978,52,D/P,0
1979,52,D/P,0
1980,52,D/P,0
1981,52,D/P,0
1982,52,D/P,0
1983,52,D/P,0
1984,52,D/P,0
1985,52,D/P,0
1986,52,D/P,0
1987,52,D/P,0
1988,52,D/P,0
1989,52,D/P,0
1990,52,D/P,0
1991,52,D/P,0
1992,52,D/P,0
1993,52,D/P,0
1994,52,D/P,0
1995,52,D/P,0
1996,52,D/P,0
1997,52,D/P,0
1998,52,D/P,0
1999,52,D/P,0
2000,52,D/P,0
2001,52,D/P,0
2002,52,D/P,0
2003,52,D/P,0
2004,52,D/P,0
2005,52,D/P,0
2006,52,D/P,0
2007,52,D/P,0
2008,52,D/P,0
2009,52,D/P,0
2010,52,D/P,0
2011,52,D/P,0
2012,52,D/P,0
2013,52,D/P,0
2014,52,D/P,0
2015,52,D/P,0
2016,52,D/P,0
2017,52,D/P,0
2018,52,D/P,0
2019,52,D/P,1
2020,52,D/P,1
2021,52,D/P,1
2022,52,D/P,1
2023,52,D/P,1
2024,52,D/P,1
2025,52,D/P,1
1970,70,A/F,0
1971,70,A/F,0
1972,70,A/F,0
1973,70,A/F,0
1974,70,A/F,0
1975,70,A/F,0
1976,70,A/F,0
1977,70,A/P,0
1978,70,A/P,0
1979,70,A/P,0
1980,70,A/P,0
1981,70,A/P,0
1982,70,A/P,0
1983,70,A/P,0
1984,70,A/P,0
1985,70,A/P,0
1986,70,A/P,0
1987,70,A/P,0
1988,70,A/P,0
1989,70,A/P,0
1990,70,A/P,0
1991,70,A/P,0
1992,70,A/P,0
1993,70,A/P,0
1994,70,D/fact,0
1995,70,D/fact,0
1996,70,D/fact,0
1997,70,D/P,0
1998,70,D/P,0
1999,70,D/fact,0
2000,70,D/P,0
2001,70,D/P,0
2002,70,D/P,0
2003,70,D/P,0
2004,70,D/P,0
2005,70,D/P,0
2006,70,D/P,0
2007,70,D/P,0
2008,70,D/P,0
2009,70,D/P,0
2010,70,D/P,0
2011,70,D/P,0
2012,70,D/P,0
2013,70,D/P,0
2014,70,D/P,0
2015,70,D/P,0
2016,70,D/P,0
2017,70,D/P,0
2018,70,D/P,0
2019,70,D/P,1
2020,70,D/P,1
2021,70,D/P,1
2022,70,D/P,1
2023,70,D/P,1
2024,70,D/P,1
2025,70,D/P,1
1970,90,D/fact,0
1971,90,D/fact,0
1972,90,D/fact,0
1973,90,D/fact,0
1974,90,A/P,0
1975,90,A/P,0
1976,90,A/P,0
1977,90,A/P,0
1978,90,A/F,0
1979,90,A/F,0
1980,90,A/F,0
1981,90,A/F,0
1982,90,A/F,0
1983,90,A/F,0
1984,90,A/F,0
1985,90,transition,0
1986,90,D/fact,0
1987,90,D/fact,0
1988,90,D/fact,0
1989,90,D/fact,0
1990,90,D/fact,0
1991,90,D/fact,0
1992,90,D/fact,0
1993,90,D/fact,0
1994,90,D/fact,0
1995,90,D/fact,0
1996,90,D/P,0
1997,90,D/P,0
1998,90,D/P,0
1999,90,D/P,0
2000,90,D/P,0
2001,90,D/P,0
2002,90,D/P,0
2003,90,D/P,0
2004,90,D/P,0
2005,90,D/P,0
2006,90,D/P,0
2007,90,D/P,0
2008,90,D/P,0
2009,90,D/P,0
2010,90,D/P,0
2011,90,D/P,0
2012,90,D/P,0
2013,90,D/P,0
2014,90,D/P,0
2015,90,D/P,0
2016,90,D/P,0
2017,90,D/P,0
2018,90,D/P,0
2019,90,D/P,1
2020,90,D/P,1
2021,90,D/P,1
2022,90,D/P,1
2023,90,D/P,1
2024,90,D/P,1
2025,90,D/P,1
1970,91,A/P,0
1971,91,A/P,0
1972,91,A/P,0
1973,91,A/P,0
1974,91,A/P,0
1975,91,A/P,0
1976,91,A/P,0
1977,91,A/P,0
1978,91,A/P,0
1979,91,A/P,0
1980,91,transition,0
1981,91,transition,0
1982,91,D/fact,0
1983,91,D/fact,0
1984,91,D/fact,0
1985,91,D/fact,0
1986,91,D/fact,0
1987,91,D/fact,0
1988,91,D/fact,0
1989,91,D/P,0
1990,91,D/P,0
1991,91,D/P,0
1992,91,D/P,0
1993,91,D/P,0
1994,91,D/P,0
1995,91,D/P,0
1996,91,D/P,0
1997,91,D/P,0
1998,91,D/P,0
1999,91,D/P,0
2000,91,D/P,0
2001,91,D/P,0
2002,91,D/P,0
2003,91,D/P,0
2004,91,D/P,0
2005,91,D/P,0
2006,91,D/P,0
2007,91,D/P,0
2008,91,D/P,0
2009,91,D/P,0
2010,91,D/P,0
2011,91,D/P,0
2012,91,D/P,0
2013,91,D/P,0
2014,91,D/P,0
2015,91,D/P,0
2016,91,D/P,0
2017,91,D/P,0
2018,91,D/P,0
2019,91,D/P,1
2020,91,D/P,1
2021,91,D/P,1
2022,91,D/P,1
2023,91,D/P,1
2024,91,D/P,1
2025,91,D/P,1
1970,92,A/P,0
1971,92,A/P,0
1972,92,A/P,0
1973,92,A/P,0
1974,92,A/P,0
1975,92,A/P,0
1976,92,A/P,0
1977,92,A/F,0
1978,92,A/F,0
1979,92,transition,0
1980,92,transition,0
1981,92,transition,0
1982,92,transition,0
1983,92,transition,0
1984,92,D/fact,0
1985,92,D/fact,0
1986,92,D/fact,0
1987,92,D/fact,0
1988,92,D/fact,0
1989,92,D/fact,0
1990,92,D/fact,0
1991,92,D/fact,0
1992,92,D/fact,0
1993,92,D/fact,0
1994,92,D/P,0
1995,92,D/P,0
1996,92,D/P,0
1997,92,D/P,0
1998,92,D/P,0
1999,92,D/P,0
2000,92,D/P,0
2001,92,D/P,0
2002,92,D/P,0
2003,92,D/P,0
2004,92,D/P,0
2005,92,D/P,0
2006,92,D/P,0
2007,92,D/P,0
2008,92,D/P,0
2009,92,D/P,0
2010,92,D/P,0
2011,92,D/P,0
2012,92,D/P,0
2013,92,D/P,0
2014,92,D/P,0
2015,92,D/P,0
2016,92,D/P,0
2017,92,D/P,0
2018,92,D/P,0
2019,92,D/P,1
2020,92,D/P,1
2021,92,D/P,1
2022,92,D/P,1
2023,92,D/P,1
2024,92,D/P,1
2025,92,D/P,1
1970,93,A/F,0
1971,93,A/F,0
1972,93,A/F,0
1973,93,A/F,0
1974,93,A/F,0
1975,93,A/F,0
1976,93,A/F,0
1977,93,A/F,0
1978,93,A/F,0
1979,93,A/F,0
1980,93,A/F,0
1981,93,A/F,0
1982,93,A/F,0
1983,93,A/F,0
1984,93,A/P,0
1985,93,A/P,0
1986,93,A/P,0
1987,93,A/P,0
1988,93,A/P,0
1989,93,A/P,0
1990,93,D/fact,0
1991,93,D/fact,0
1992,93,D/fact,0
1993,93,D/fact,0
1994,93,D/fact,0
1995,93,D/fact,0
1996,93,D/fact,0
1997,93,D/fact,0
1998,93,D/fact,0
1999,93,D/fact,0
2000,93,D/fact,0
2001,93,D/fact,0
2002,93,D/fact,0
2003,93,D/fact,0
2004,93,D/fact,0
2005,93,D/fact,0
2006,93,D/fact,0
2007,93,D/P,0
2008,93,D/P,0
2009,93,D/P,0
2010,93,D/P,0
2011,93,D/P,0
2012,93,D/P,0
2013,93,D/P,0
2014,93,D/P,0
2015,93,D/P,0
2016,93,D/P,0
2017,93,D/P,0
2018,93,D/P,0
2019,93,D/P,1
2020,93,D/P,1
2021,93,D/P,1
2022,93,D/P,1
2023,93,D/P,1
2024,93,D/P,1
2025,93,D/P,1
1970,94,D/F,0
1971,94,D/F,0
1972,94,D/F,0
1973,94,D/F,0
1974,94,D/F,0
1975,94,D/F,0
1976,94,D/F,0
1977,94,D/F,0
1978,94,D/F,0
1979,94,D/F,0
1980,94,D/F,0
1981,94,D/F,0
1982,94,D/F,0
1983,94,D/F,0
1984,94,D/F,0
1985,94,D/F,0
1986,94,D/F,0
1987,94,D/F,0
1988,94,D/F,0
1989,94,D/F,0
1990,94,D/F,0
1991,94,D/F,0
1992,94,D/F,0
1993,94,D/F,0
1994,94,D/F,0
1995,94,D/F,0
1996,94,D/F,0
1997,94,D/F,0
1998,94,D/F,0
1999,94,D/F,0
2000,94,D/F,0
2001,94,D/F,0
2002,94,D/F,0
2003,94,D/F,0
2004,94,D/F,0
2005,94,D/F,0
2006,94,D/F,0
2007,94,D/F,0
2008,94,D/F,0
2009,94,D/F,0
2010,94,D/F,0
2011,94,D/F,0
2012,94,D/F,0
2013,94,D/F,0
2014,94,D/F,0
2015,94,D/F,0
2016,94,D/F,0
2017,94,D/F,0
2018,94,D/F,0
2019,94,D/F,1
2020,94,D/F,1
2021,94,D/F,1
2022,94,D/F,1
2023,94,D/F,1
2024,94,D/F,1
2025,94,D/F,1
1970,95,A/F,0
1971,95,A/F,0
1972,95,A/F,0
1973,95,A/F,0
1974,95,A/F,0
1975,95,A/F,0
1976,95,A/F,0
1977,95,A/F,0
1978,95,A/F,0
1979,95,A/F,0
1980,95,A/F,0
1981,95,A/F,0
1982,95,A/F,0
1983,95,A/F,0
1984,95,A/F,0
1985,95,A/F,0
1986,95,A/F,0
1987,95,A/F,0
1988,95,A/F,0
1989,95,D/P,0
1990,95,D/P,0
1991,95,D/P,0
1992,95,D/P,0
1993,95,D/P,0
1994,95,D/F,0
1995,95,D/F,0
1996,95,D/F,0
1997,95,D/F,0
1998,95,D/F,0
1999,95,D/F,0
2000,95,D/F,0
2001,95,D/F,0
2002,95,D/F,0
2003,95,D/F,0
2004,95,D/F,0
2005,95,D/F,0
2006,95,D/F,0
2007,95,D/F,0
2008,95,D/F,0
2009,95,D/F,0
2010,95,D/F,0
2011,95,D/F,0
2012,95,D/F,0
2013,95,D/F,0
2014,95,D/F,0
2015,95,D/F,0
2016,95,D/F,0
2017,95,D/F,0
2018,95,D/F,0
2019,95,D/F,1
2020,95,D/F,1
2021,95,D/F,1
2022,95,D/F,1
2023,95,D/F,1
2024,95,D/F,1
2025,95,D/F,1
1970,100,D/P,0
1971,100,D/P,0
1972,100,D/P,0
1973,100,D/P,0
1974,100,D/P,0
1975,100,D/P,0
1976,100,D/P,0
1977,100,D/P,0
1978,100,D/P,0
1979,100,D/P,0
1980,100,D/P,0
1981,100,D/P,0
1982,100,D/P,0
1983,100,D/P,0
1984,100,D/P,0
1985,100,D/P,0
1986,100,D/P,0
1987,100,D/P,0
1988,100,D/P,0
1989,100,D/P,0
1990,100,D/P,0
1991,100,D/P,0
1992,100,D/P,0
1993,100,D/P,0
1994,100,D/P,0
1995,100,D/fact,0
1996,100,D/fact,0
1997,100,D/fact,0
1998,100,D/fact,0
1999,100,D/fact,0
2000,100,D/fact,0
2001,100,D/fact,0
2002,100,D/fact,0
2003,100,D/fact,0
2004,100,D/fact,0
2005,100,D/fact,0
2006,100,D/fact,0
2007,100,D/fact,0
2008,100,D/fact,0
2009,100,D/fact,0
2010,100,D/fact,0
2011,100,D/fact,0
2012,100,D/fact,0
2013,100,D/fact,0
2014,100,D/fact,0
2015,100,D/fact,0
2016,100,D/fact,0
2017,100,D/fact,0
2018,100,D/fact,0
2019,100,D/fact,1
2020,100,D/fact,1
2021,100,D/fact,1
2022,100,D/fact,1
2023,100,D/fact,1
2024,100,D/fact,1
2025,100,D/fact,1
1970,101,D/F,0
1971,101,D/F,0
1972,101,D/F,0
1973,101,D/F,0
1974,101,D/F,0
1975,101,D/F,0
1976,101,D/F,0
1977,101,D/F,0
1978,101,D/F,0
1979,101,D/F,0
1980,101,D/F,0
1981,101,D/F,0
1982,101,D/F,0
1983,101,D/F,0
1984,101,D/F,0
1985,101,D/F,0
1986,101,D/F,0
1987,101,D/F,0
1988,101,D/F,0
1989,101,D/F,0
1990,101,D/F,0
1991,101,D/F,0
1992,101,D/P,0
1993,101,D/P,0
1994,101,D/P,0
1995,101,D/P,0
1996,101,D/P,0
1997,101,D/P,0
1998,101,D/P,0
1999,101,D/P,0
2000,101,D/P,0
2001,101,D/fact,0
2002,101,D/fact,0
2003,101,D/fact,0
2004,101,D/fact,0
2005,101,D/fact,0
2006,101,D/fact,0
2007,101,D/fact,0
2008,101,D/fact,0
2009,101,A/P,0
2010,101,A/P,0
2011,101,A/P,0
2012,101,A/P,0
2013,101,D/fact,0
2014,101,D/fact,0
2015,101,D/fact,0
2016,101,D/fact,0
2017,101,A/P,0
2018,101,A/P,0
2019,101,A/P,1
2020,101,A/P,1
2021,101,A/P,1
2022,101,A/P,1
2023,101,A/P,1
2024,101,A/P,1
2025,101,A/P,1
1970,110,A/P,0
1971,110,A/P,0
1972,110,A/P,0
1973,110,A/P,0
1974,110,A/P,0
1975,110,A/P,0
1976,110,A/P,0
1977,110,A/P,0
1978,110,A/P,0
1979,110,A/P,0
1980,110,A/F,0
1981,110,A/F,0
1982,110,A/F,0
1983,110,A/F,0
1984,110,A/F,0
1985,110,A/F,0
1986,110,A/F,0
1987,110,A/F,0
1988,110,A/F,0
1989,110,A/F,0
1990,110,A/F,0
1991,110,A/F,0
1992,110,D/fact,0
1993,110,D/fact,0
1994,110,D/fact,0
1995,110,D/fact,0
1996,110,D/fact,0
1997,110,D/fact,0
1998,110,D/fact,0
1999,110,D/fact,0
2000,110,D/fact,0
2001,110,D/fact,0
2002,110,D/fact,0
2003,110,D/fact,0
2004,110,D/fact,0
2005,110,D/fact,0
2006,110,D/fact,0
2007,110,D/fact,0
2008,110,D/fact,0
2009,110,D/fact,0
2010,110,D/fact,0
2011,110,D/fact,0
2012,110,D/fact,0
2013,110,D/fact,0
2014,110,D/fact,0
2015,110,D/P,0
2016,110,D/P,0
2017,110,D/P,0
2018,110,D/P,0
2019,110,D/P,1
2020,110,D/P,1
2021,110,D/P,1
2022,110,D/P,1
2023,110,D/P,1
2024,110,D/P,1
2025,110,D/P,1
1975,115,D/fact,0
1976,115,D/fact,0
1977,115,D/fact,0
1978,115,D/fact,0
1979,115,D/fact,0
1980,115,A/P,0
1981,115,A/P,0
1982,115,A/F,0
1983,115,A/F,0
1984,115,A/F,0
1985,115,A/F,0
1986,115,A/F,0
1987,115,A/P,0
1988,115,A/P,0
1989,115,A/P,0
1990,115,A/P,0
1991,115,D/P,0
1992,115,D/P,0
1993,115,D/P,0
1994,115,D/P,0
1995,115,D/P,0
1996,115,D/P,0
1997,115,D/P,0
1998,115,D/P,0
1999,115,D/P,0
2000,115,D/P,0
2001,115,D/P,0
2002,115,D/P,0
2003,115,D/P,0
2004,115,D/P,0
2005,115,D/P,0
2006,115,D/P,0
2007,115,D/P,0
2008,115,D/P,0
2009,115,D/P,0
2010,115,D/P,0
2011,115,D/P,0
2012,115,D/P,0
2013,115,D/P,0
2014,115,D/P,0
2015,115,D/P,0
2016,115,D/P,0
2017,115,D/P,0
2018,115,D/P,0
2019,115,D/P,1
2020,115,D/P,1
2021,115,D/P,1
2022,115,D/P,1
2023,115,D/P,1
2024,115,D/P,1
2025,115,D/P,1
1970,130,D/fact,0
1971,130,D/fact,0
1972,130,A/F,0
1973,130,A/F,0
1974,130,A/F,0
1975,130,A/F,0
1976,130,A/F,0
1977,130,A/F,0
1978,130,A/F,0
1979,130,D/P,0
1980,130,D/P,0
1981,130,D/P,0
1982,130,D/P,0
1983,130,D/P,0
1984,130,D/P,0
1985,130,D/P,0
1986,130,D/P,0
1987,130,D/P,0
1988,130,D/P,0
1989,130,D/P,0
1990,130,D/P,0
1991,130,D/P,0
1992,130,D/P,0
1993,130,D/P,0
1994,130,D/P,0
1995,130,D/P,0
1996,130,D/P,0
1997,130,D/P,0
1998,130,D/P,0
1999,130,D/P,0
2000,130,D/fact,0
2001,130,D/fact,0
2002,130,D/fact,0
2003,130,D/fact,0
2004,130,D/fact,0
2005,130,D/fact,0
2006,130,D/fact,0
2007,130,D/fact,0
2008,130,D/fact,0
2009,130,D/fact,0
2010,130,D/fact,0
2011,130,D/fact,0
2012,130,D/fact,0
2013,130,D/P,0
2014,130,D/P,0
2015,130,D/P,0
2016,130,D/P,0
2017,130,D/P,0
2018,130,D/P,0
2019,130,D/P,1
2020,130,D/P,1
2021,130,D/P,1
2022,130,D/P,1
2023,130,D/P,1
2024,130,D/P,1
2025,130,D/P,1
1970,135,A/F,0
1971,135,A/F,0
1972,135,A/F,0
1973,135,A/F,0
1974,135,A/F,0
1975,135,A/F,0
1976,135,A/F,0
1977,135,A/F,0
1978,135,transition,0
1979,135,transition,0
1980,135,D/fact,0
1981,135,D/fact,0
1982,135,D/fact,0
1983,135,D/fact,0
1984,135,D/fact,0
1985,135,D/fact,0
1986,135,D/fact,0
1987,135,D/fact,0
1988,135,D/fact,0
1989,135,D/fact,0
1990,135,D/fact,0
1991,135,D/fact,0
1992,135,A/F,0
1993,135,A/P,0
1994,135,A/P,0
1995,135,A/P,0
1996,135,A/P,0
1997,135,A/P,0
1998,135,A/P,0
1999,135,A/P,0
2000,135,transition,0
2001,135,D/P,0
2002,135,D/P,0
2003,135,D/P,0
2004,135,D/P,0
2005,135,D/P,0
2006,135,D/P,0
2007,135,D/P,0
2008,135,D/P,0
2009,135,D/P,0
2010,135,D/P,0
2011,135,D/P,0
2012,135,D/P,0
2013,135,D/P,0
2014,135,D/P,0
2015,135,D/P,0
2016,135,D/P,0
2017,135,D/P,0
2018,135,D/P,0
2019,135,D/P,1
2020,135,D/P,1
2021,135,D/P,1
2022,135,D/P,1
2023,135,D/P,1
2024,135,D/P,1
2025,135,D/P,1
1970,140,A/F,0
1971,140,A/F,0
1972,140,A/F,0
1973,140,A/F,0
1974,140,A/P,0
1975,140,A/P,0
1976,140,A/P,0
1977,140,A/P,0
1978,140,A/P,0
1979,140,A/P,0
1980,140,A/P,0
1981,140,A/P,0
1982,140,A/P,0
1983,140,A/P,0
1984,140,A/P,0
1985,140,D/P,0
1986,140,D/P,0
1987,140,D/P,0
1988,140,D/P,0
1989,140,D/P,0
1990,140,D/P,0
1991,140,D/P,0
1992,140,D/P,0
1993,140,D/P,0
1994,140,D/P,0
1995,140,D/P,0
1996,140,D/P,0
1997,140,D/P,0
1998,140,D/P,0
1999,140,D/P,0
2000,140,D/P,0
2001,140,D/P,0
2002,140,D/P,0
2003,140,D/P,0
2004,140,D/P,0
2005,140,D/P,0
2006,140,D/P,0
2007,140,D/P,0
2008,140,D/P,0
2009,140,D/P,0
2010,140,D/P,0
2011,140,D/P,0
2012,140,D/P,0
2013,140,D/P,0
2014,140,D/P,0
2015,140,D/P,0
2016,140,D/P,0
2017,140,D/P,0
2018,140,D/P,0
2019,140,D/P,1
2020,140,D/P,1
2021,140,D/P,1
2022,140,D/P,1
2023,140,D/P,1
2024,140,D/P,1
2025,140,D/P,1
1970,145,A/F,0
1971,145,A/F,0
1972,145,A/F,0
1973,145,A/F,0
1974,145,A/F,0
1975,145,A/F,0
1976,145,A/F,0
1977,145,A/F,0
1978,145,A/F,0
1979,145,A/F,0
1980,145,A/F,0
1981,145,A/F,0
1982,145,D/fact,0
1983,145,D/fact,0
1984,145,D/fact,0
1985,145,D/P,0
1986,145,D/P,0
1987,145,D/P,0
1988,145,D/P,0
1989,145,D/P,0
1990,145,D/P,0
1991,145,D/P,0
1992,145,D/P,0
1993,145,D/P,0
1994,145,D/P,0
1995,145,D/P,0
1996,145,D/P,0
1997,145,D/P,0
1998,145,D/P,0
1999,145,D/P,0
2000,145,D/P,0
2001,145,D/P,0
2002,145,D/P,0
2003,145,D/fact,0
2004,145,D/fact,0
2005,145,D/fact,0
2006,145,D/fact,0
2007,145,D/fact,0
2008,145,D/fact,0
2009,145,D/fact,0
2010,145,D/fact,0
2011,145,D/fact,0
2012,145,D/fact,0
2013,145,D/fact,0
2014,145,D/fact,0
2015,145,D/fact,0
2016,145,D/fact,0
2017,145,D/fact,0
2018,145,D/fact,0
2019,145,D/fact,1
2020,145,D/fact,1
2021,145,D/fact,1
2022,145,D/fact,1
2023,145,D/fact,1
2024,145,D/fact,1
2025,145,D/fact,1
1970,150,A/F,0
1971,150,A/F,0
1972,150,A/F,0
1973,150,A/F,0
1974,150,A/F,0
1975,150,A/F,0
1976,150,A/F,0
1977,150,A/F,0
1978,150,A/F,0
1979,150,A/F,0
1980,150,A/F,0
1981,150,A/F,0
1982,150,A/F,0
1983,150,A/F,0
1984,150,A/F,0
1985,150,A/F,0
1986,150,A/F,0
1987,150,A/F,0
1988,150,A/F,0
1989,150,D/fact,0
1990,150,D/fact,0
1991,150,D/fact,0
1992,150,D/fact,0
1993,150,D/fact,0
1994,150,D/fact,0
