year,COWcode,pol_cat_pitf,regime_imputed
1985,620,A/F,0
1986,620,A/F,0
1987,620,A/F,0
1988,620,A/F,0
1989,620,A/F,0
1990,620,A/F,0
1991,620,A/F,0
1992,620,A/F,0
1993,620,A/F,0
1994,620,A/F,0
1995,620,A/F,0
1996,620,A/F,0
1997,620,A/F,0
1998,620,A/F,0
1999,620,A/F,0
2000,620,A/F,0
2001,620,A/F,0
2002,620,A/F,0
2003,620,A/F,0
2004,620,A/F,0
2005,620,A/F,0
2006,620,A/F,0
2007,620,A/F,0
2008,620,A/F,0
2009,620,A/F,0
2010,620,A/F,0
2011,620,transition,0
2012,620,transition,0
2013,620,transition,0
2014,620,transition,0
2015,620,transition,0
2016,620,transition,0
2017,620,transition,0
2018,620,transition,0
2019,620,transition,1
2020,620,transition,1
2021,620,transition,1
2022,620,transition,1
2023,620,transition,1
2024,620,transition,1
2025,620,transition,1
1970,625,A/F,0
1971,625,A/F,0
1972,625,A/F,0
1973,625,A/F,0
1974,625,A/F,0
1975,625,A/F,0
1976,625,A/F,0
1977,625,A/F,0
1978,625,A/F,0
1979,625,A/F,0
1980,625,A/F,0
1981,625,A/F,0
1982,625,A/F,0
1983,625,A/F,0
1984,625,A/F,0
1985,625,A/F,0
1986,625,D/P,0
1987,625,D/P,0
1988,625,D/P,0
1989,625,A/F,0
1990,625,A/F,0
1991,625,A/F,0
1992,625,A/F,0
1993,625,A/F,0
1994,625,A/F,0
1995,625,A/F,0
1996,625,A/F,0
1997,625,A/F,0
1998,625,A/F,0
1999,625,A/F,0
2000,625,A/F,0
2001,625,A/F,0
2002,625,A/F,0
2003,625,A/F,0
2004,625,A/F,0
2005,625,A/F,0
2006,625,A/F,0
2007,625,A/F,0
2008,625,A/F,0
2009,625,A/F,0
2010,625,A/P,0
2011,625,A/P,0
2012,625,A/P,1
2013,625,A/P,1
2014,625,A/P,1
2015,625,A/P,1
2016,625,A/P,1
2017,625,A/P,1
2018,625,A/P,1
2019,625,A/P,1
2020,625,A/P,1
2021,625,A/P,1
2022,625,A/P,1
2023,625,A/P,1
2024,625,A/P,1
2025,625,A/P,1
2011,626,A/F,0
2012,626,A/F,0
2013,626,A/F,0
2014,626,A/F,0
2015,626,A/F,0
2016,626,A/F,0
2017,626,A/F,0
2018,626,A/F,0
2019,626,A/F,1
2020,626,A/F,1
2021,626,A/F,1
2022,626,A/F,1
2023,626,A/F,1
2024,626,A/F,1
2025,626,A/F,1
1970,630,A/F,0
1971,630,A/F,0
1972,630,A/F,0
1973,630,A/F,0
1974,630,A/F,0
1975,630,A/F,0
1976,630,A/F,0
1977,630,A/F,0
1978,630,A/F,0
1979,630,A/F,0
1980,630,A/F,0
1981,630,A/F,0
1982,630,A/F,0
1983,630,A/F,0
1984,630,A/F,0
1985,630,A/F,0
1986,630,A/F,0
1987,630,A/F,0
1988,630,A/F,0
1989,630,A/F,0
1990,630,A/F,0
1991,630,A/F,0
1992,630,A/F,0
1993,630,A/F,0
1994,630,A/F,0
1995,630,A/F,0
1996,630,A/F,0
1997,630,A/P,0
1998,630,A/P,0
1999,630,A/P,0
2000,630,A/P,0
2001,630,A/P,0
2002,630,A/P,0
2003,630,A/P,0
2004,630,A/F,0
2005,630,A/F,0
2006,630,A/F,0
2007,630,A/F,0
2008,630,A/F,0
2009,630,A/F,0
2010,630,A/F,0
2011,630,A/F,0
2012,630,A/F,0
2013,630,A/F,0
2014,630,A/F,0
2015,630,A/F,0
2016,630,A/F,0
2017,630,A/F,0
2018,630,A/F,0
2019,630,A/F,1
2020,630,A/F,1
2021,630,A/F,1
2022,630,A/F,1
2023,630,A/F,1
2024,630,A/F,1
2025,630,A/F,1
1970,640,D/P,0
1971,640,A/P,0
1972,640,A/P,0
1973,640,D/P,0
1974,640,D/P,0
1975,640,D/P,0
1976,640,D/P,0
1977,640,D/P,0
1978,640,D/P,0
1979,640,D/P,0
1980,640,A/P,0
1981,640,A/P,0
1982,640,A/P,0
1983,640,D/P,0
1984,640,D/P,0
1985,640,D/P,0
1986,640,D/P,0
1987,640,D/P,0
1988,640,D/P,0
1989,640,D/P,0
1990,640,D/P,0
1991,640,D/P,0
1992,640,D/P,0
1993,640,D/P,0
1994,640,D/P,0
1995,640,D/P,0
1996,640,D/P,0
1997,640,D/fact,0
1998,640,D/fact,0
1999,640,D/fact,0
2000,640,D/fact,0
2001,640,D/fact,0
2002,640,D/fact,0
2003,640,D/fact,0
2004,640,D/fact,0
2005,640,D/fact,0
2006,640,D/fact,0
2007,640,D/fact,0
2008,640,D/fact,0
2009,640,D/fact,0
2010,640,D/fact,0
2011,640,D/P,0
2012,640,D/P,0
2013,640,D/P,0
2014,640,D/fact,0
2015,640,D/fact,0
2016,640,A/F,0
2017,640,A/F,0
2018,640,A/F,0
2019,640,A/F,1
2020,640,A/F,1
2021,640,A/F,1
2022,640,A/F,1
2023,640,A/F,1
2024,640,A/F,1
2025,640,A/F,1
1970,645,A/F,0
1971,645,A/F,0
1972,645,A/F,0
1973,645,A/F,0
1974,645,A/F,0
1975,645,A/F,0
1976,645,A/F,0
1977,645,A/F,0
1978,645,A/F,0
1979,645,A/F,0
1980,645,A/F,0
1981,645,A/F,0
1982,645,A/F,0
1983,645,A/F,0
1984,645,A/F,0
1985,645,A/F,0
1986,645,A/F,0
1987,645,A/F,0
1988,645,A/F,0
1989,645,A/F,0
1990,645,A/F,0
1991,645,A/F,0
1992,645,A/F,0
1993,645,A/F,0
1994,645,A/F,0
1995,645,A/F,0
1996,645,A/F,0
1997,645,A/F,0
1998,645,A/F,0
1999,645,A/F,0
2000,645,A/F,0
2001,645,A/F,0
2002,645,A/F,0
2003,645,transition,0
2004,645,transition,0
2005,645,transition,0
2006,645,transition,0
2007,645,transition,0
2008,645,transition,0
2009,645,transition,0
2010,645,D/fact,0
2011,645,D/fact,0
2012,645,D/fact,0
2013,645,D/fact,0
2014,645,D/fact,0
2015,645,D/fact,0
2016,645,D/fact,0
2017,645,D/fact,0
2018,645,D/fact,0
2019,645,D/fact,1
2020,645,D/fact,1
2021,645,D/fact,1
2022,645,D/fact,1
2023,645,D/fact,1
2024,645,D/fact,1
2025,645,D/fact,1
1970,651,A/F,0
1971,651,A/F,0
1972,651,A/F,0
1973,651,A/F,0
1974,651,A/F,0
1975,651,A/F,0
1976,651,A/F,0
1977,651,A/F,0
1978,651,A/F,0
1979,651,A/F,0
1980,651,A/F,0
1981,651,A/F,0
1982,651,A/F,0
1983,651,A/F,0
1984,651,A/F,0
1985,651,A/F,0
1986,651,A/F,0
1987,651,A/F,0
1988,651,A/F,0
1989,651,A/F,0
1990,651,A/F,0
1991,651,A/F,0
1992,651,A/F,0
1993,651,A/F,0
1994,651,A/F,0
1995,651,A/F,0
1996,651,A/F,0
1997,651,A/F,0
1998,651,A/F,0
1999,651,A/F,0
2000,651,A/F,0
2001,651,A/F,0
2002,651,A/F,0
2003,651,A/F,0
2004,651,A/F,0
2005,651,A/P,0
2006,651,A/P,0
2007,651,A/P,0
2008,651,A/P,0
2009,651,A/P,0
2010,651,A/P,0
2011,651,A/P,0
2012,651,transition,0
2013,651,A/F,0
2014,651,A/F,0
2015,651,A/F,0
2016,651,A/F,0
2017,651,A/F,0
2018,651,A/F,0
2019,651,A/F,1
2020,651,A/F,1
2021,651,A/F,1
2022,651,A/F,1
2023,651,A/F,1
2024,651,A/F,1
2025,651,A/F,1
1970,652,A/F,0
1971,652,A/F,0
1972,652,A/F,0
1973,652,A/F,0
1974,652,A/F,0
1975,652,A/F,0
1976,652,A/F,0
1977,652,A/F,0
1978,652,A/F,0
1979,652,A/F,0
1980,652,A/F,0
1981,652,A/F,0
1982,652,A/F,0
1983,652,A/F,0
1984,652,A/F,0
1985,652,A/F,0
1986,652,A/F,0
1987,652,A/F,0
1988,652,A/F,0
1989,652,A/F,0
1990,652,A/F,0
1991,652,A/F,0
1992,652,A/F,0
1993,652,A/F,0
1994,652,A/F,0
1995,652,A/F,0
1996,652,A/F,0
1997,652,A/F,0
1998,652,A/F,0
1999,652,A/F,0
2000,652,A/F,0
2001,652,A/F,0
2002,652,A/F,0
2003,652,A/F,0
2004,652,A/F,0
2005,652,A/F,0
2006,652,A/F,0
2007,652,A/F,0
2008,652,A/F,0
2009,652,A/F,0
2010,652,A/F,0
2011,652,A/F,0
2012,652,A/F,0
2013,652,A/F,0
2014,652,A/F,0
2015,652,A/F,0
2016,652,A/F,0
2017,652,A/F,0
2018,652,A/F,0
2019,652,A/F,1
2020,652,A/F,1
2021,652,A/F,1
2022,652,A/F,1
2023,652,A/F,1
2024,652,A/F,1
2025,652,A/F,1
1970,660,D/fact,0
1971,660,D/fact,0
1972,660,D/fact,0
1973,660,D/fact,0
1974,660,D/fact,0
1975,660,transition,0
1976,660,transition,0
1977,660,transition,0
1978,660,transition,0
1979,660,transition,0
1980,660,transition,0
1981,660,transition,0
1982,660,transition,0
1983,660,transition,0
1984,660,transition,0
1985,660,transition,0
1986,660,transition,0
1987,660,transition,0
1988,660,transition,0
1989,660,transition,0
1990,660,transition,0
1991,660,transition,0
1992,660,transition,0
1993,660,transition,0
1994,660,transition,0
1995,660,transition,0
1996,660,transition,0
1997,660,transition,0
1998,660,transition,0
1999,660,transition,0
2000,660,transition,0
2001,660,transition,0
2002,660,transition,0
2003,660,transition,0
2004,660,transition,0
2005,660,D/fact,0
2006,660,D/fact,0
2007,660,D/fact,0
2008,660,D/fact,0
2009,660,D/fact,0
2010,660,D/fact,0
2011,660,D/fact,0
2012,660,D/fact,0
2013,660,D/fact,0
2014,660,D/fact,0
2015,660,D/fact,0
2016,660,D/fact,0
2017,660,D/fact,0
2018,660,D/fact,0
2019,660,D/fact,1
2020,660,D/fact,1
2021,660,D/fact,1
2022,660,D/fact,1
2023,660,D/fact,1
2024,660,D/fact,1
2025,660,D/fact,1
1970,663,A/F,0
1971,663,A/F,0
1972,663,A/F,0
1973,663,A/F,0
1974,663,A/F,0
1975,663,A/F,0
1976,663,A/F,0
1977,663,A/F,0
1978,663,A/F,0
1979,663,A/F,0
1980,663,A/F,0
1981,663,A/F,0
1982,663,A/F,0
1983,663,A/F,0
1984,663,A/F,0
1985,663,A/F,0
1986,663,A/F,0
1987,663,A/F,0
1988,663,A/F,0
1989,663,A/P,0
1990,663,A/P,0
1991,663,A/P,0
1992,663,A/P,0
1993,663,A/P,0
1994,663,A/P,0
1995,663,A/P,0
1996,663,A/P,0
1997,663,A/P,0
1998,663,A/P,0
1999,663,A/P,0
2000,663,A/P,0
2001,663,A/P,0
2002,663,A/P,0
2003,663,A/P,0
2004,663,A/P,0
2005,663,A/P,0
2006,663,A/P,0
2007,663,A/P,0
2008,663,A/P,0
2009,663,A/P,0
2010,663,A/P,0
2011,663,A/P,0
2012,663,A/P,0
2013,663,A/P,0
2014,663,A/P,0
2015,663,A/P,0
2016,663,A/P,0
2017,663,A/P,0
2018,663,A/P,0
2019,663,A/P,1
2020,663,A/P,1
2021,663,A/P,1
2022,663,A/P,1
2023,663,A/P,1
2024,663,A/P,1
2025,663,A/P,1
1970,666,D/P,0
1971,666,D/P,0
1972,666,D/P,0
1973,666,D/P,0
1974,666,D/P,0
1975,666,D/P,0
1976,666,D/P,0
1977,666,D/P,0
1978,666,D/P,0
1979,666,D/P,0
1980,666,D/P,0
1981,666,D/fact,0
1982,666,D/fact,0
1983,666,D/fact,0
1984,666,D/fact,0
1985,666,D/fact,0
1986,666,D/fact,0
1987,666,D/fact,0
1988,666,D/fact,0
1989,666,D/fact,0
1990,666,D/fact,0
1991,666,D/fact,0
1992,666,D/fact,0
1993,666,D/fact,0
1994,666,D/fact,0
1995,666,D/fact,0
1996,666,D/fact,0
1997,666,D/fact,0
1998,666,D/fact,0
1999,666,D/fact,0
2000,666,D/fact,0
2001,666,D/fact,0
2002,666,D/fact,0
2003,666,D/fact,0
2004,666,D/fact,0
2005,666,D/fact,0
2006,666,D/fact,0
2007,666,D/fact,0
2008,666,D/fact,0
2009,666,D/fact,0
2010,666,D/fact,0
2011,666,D/fact,0
2012,666,D/fact,0
2013,666,D/fact,0
2014,666,D/fact,0
2015,666,D/fact,0
2016,666,D/fact,0
2017,666,D/fact,0
2018,666,D/fact,0
2019,666,D/fact,1
2020,666,D/fact,1
2021,666,D/fact,1
2022,666,D/fact,1
2023,666,D/fact,1
2024,666,D/fact,1
2025,666,D/fact,1
1970,670,A/F,0
1971,670,A/F,0
1972,670,A/F,0
1973,670,A/F,0
1974,670,A/F,0
1975,670,A/F,0
1976,670,A/F,0
1977,670,A/F,0
1978,670,A/F,0
1979,670,A/F,0
1980,670,A/F,0
1981,670,A/F,0
1982,670,A/F,0
1983,670,A/F,0
1984,670,A/F,0
1985,670,A/F,0
1986,670,A/F,0
1987,670,A/F,0
1988,670,A/F,0
1989,670,A/F,0
1990,670,A/F,0
1991,670,A/F,0
1992,670,A/F,0
1993,670,A/F,0
1994,670,A/F,0
1995,670,A/F,0
1996,670,A/F,0
1997,670,A/F,0
1998,670,A/F,0
1999,670,A/F,0
2000,670,A/F,0
2001,670,A/F,0
2002,670,A/F,0
2003,670,A/F,0
2004,670,A/F,0
2005,670,A/F,0
2006,670,A/F,0
2007,670,A/F,0
2008,670,A/F,0
2009,670,A/F,0
2010,670,A/F,0
2011,670,A/F,0
2012,670,A/F,0
2013,670,A/F,0
2014,670,A/F,0
2015,670,A/F,0
2016,670,A/F,0
2017,670,A/F,0
2018,670,A/F,0
2019,670,A/F,1
2020,670,A/F,1
2021,670,A/F,1
2022,670,A/F,1
2023,670,A/F,1
2024,670,A/F,1
2025,670,A/F,1
1970,678,A/F,0
1971,678,A/F,0
1972,678,A/F,0
1973,678,A/F,0
1974,678,A/F,0
1975,678,A/F,0
1976,678,A/F,0
1977,678,A/F,0
1978,678,A/F,0
1979,678,A/F,0
1980,678,A/F,0
1981,678,A/F,0
1982,678,A/F,0
1983,678,A/F,0
1984,678,A/F,0
1985,678,A/F,0
1986,678,A/F,0
1987,678,A/F,0
1988,678,A/F,0
1989,678,A/F,0
1990,678,A/F,0
1991,678,A/F,1
1992,678,A/F,1
1993,678,A/F,1
1994,678,A/F,1
1995,678,A/F,1
1996,678,A/F,1
1997,678,A/F,1
1998,678,A/F,1
1999,678,A/F,1
2000,678,A/F,1
2001,678,A/F,1
2002,678,A/F,1
2003,678,A/F,1
2004,678,A/F,1
2005,678,A/F,1
2006,678,A/F,1
2007,678,A/F,1
2008,678,A/F,1
2009,678,A/F,1
2010,678,A/F,1
2011,678,A/F,1
2012,678,A/F,1
2013,678,A/F,1
2014,678,A/F,1
2015,678,A/F,1
2016,678,A/F,1
2017,678,A/F,1
2018,678,A/F,1
2019,678,A/F,1
2020,678,A/F,1
2021,678,A/F,1
2022,678,A/F,1
2023,678,A/F,1
2024,678,A/F,1
2025,678,A/F,1
1990,679,transition,0
1991,679,transition,0
1992,679,transition,0
1993,679,A/P,0
1994,679,A/P,0
1995,679,A/P,0
1996,679,A/P,0
1997,679,A/P,0
1998,679,A/P,0
1999,679,A/P,0
2000,679,A/P,0
2001,679,A/P,0
2002,679,A/P,0
2003,679,A/P,0
2004,679,A/P,0
2005,679,A/P,0
2006,679,A/P,0
2007,679,A/P,0
2008,679,A/P,0
2009,679,A/P,0
2010,679,A/P,0
2011,679,A/P,0
2012,679,A/P,0
2013,679,A/P,0
2014,679,transition,0
2015,679,transition,0
2016,679,transition,0
2017,679,transition,0
2018,679,transition,0
2019,679,transition,1
2020,679,transition,1
2021,679,transition,1
2022,679,transition,1
2023,679,transition,1
2024,679,transition,1
2025,679,transition,1
1970,680,A/F,0
1971,680,A/F,0
1972,680,A/F,0
1973,680,A/F,0
1974,680,A/F,0
1975,680,A/F,0
1976,680,A/F,0
1977,680,A/F,0
1978,680,A/F,0
1979,680,A/F,0
1980,680,A/F,0
1981,680,A/F,0
1982,680,A/F,0
1983,680,A/F,0
1984,680,A/F,0
1985,680,A/F,0
1986,680,A/F,0
1987,680,A/F,0
1988,680,A/F,0
1989,680,A/F,0
1990,680,A/F,0
1991,680,A/F,1
1992,680,A/F,1
1993,680,A/F,1
1994,680,A/F,1
1995,680,A/F,1
1996,680,A/F,1
1997,680,A/F,1
1998,680,A/F,1
1999,680,A/F,1
2000,680,A/F,1
2001,680,A/F,1
2002,680,A/F,1
2003,680,A/F,1
2004,680,A/F,1
2005,680,A/F,1
2006,680,A/F,1
2007,680,A/F,1
2008,680,A/F,1
2009,680,A/F,1
2010,680,A/F,1
2011,680,A/F,1
2012,680,A/F,1
2013,680,A/F,1
2014,680,A/F,1
2015,680,A/F,1
2016,680,A/F,1
2017,680,A/F,1
2018,680,A/F,1
2019,680,A/F,1
2020,680,A/F,1
2021,680,A/F,1
2022,680,A/F,1
2023,680,A/F,1
2024,680,A/F,1
2025,680,A/F,1
1970,690,A/F,0
1971,690,A/F,0
1972,690,A/F,0
1973,690,A/F,0
1974,690,A/F,0
1975,690,A/F,0
1976,690,A/F,0
1977,690,A/F,0
1978,690,A/F,0
1979,690,A/F,0
1980,690,A/F,0
1981,690,A/F,0
1982,690,A/F,0
1983,690,A/F,0
1984,690,A/F,0
1985,690,A/F,0
1986,690,A/F,0
1987,690,A/F,0
1988,690,A/F,0
1989,690,A/F,0
1990,690,transition,0
1991,690,A/F,0
1992,690,A/F,0
1993,690,A/F,0
1994,690,A/F,0
1995,690,A/F,0
1996,690,A/F,0
1997,690,A/F,0
1998,690,A/F,0
1999,690,A/F,0
2000,690,A/F,0
2001,690,A/F,0
2002,690,A/F,0
2003,690,A/F,0
2004,690,A/F,0
2005,690,A/F,0
2006,690,A/F,0
2007,690,A/F,0
2008,690,A/F,0
2009,690,A/F,0
2010,690,A/F,0
2011,690,A/F,0
2012,690,A/F,0
2013,690,A/F,0
2014,690,A/F,0
2015,690,A/F,0
2016,690,A/F,0
2017,690,A/F,0
2018,690,A/F,0
2019,690,A/F,1
2020,690,A/F,1
2021,690,A/F,1
2022,690,A/F,1
2023,690,A/F,1
2024,690,A/F,1
2025,690,A/F,1
1971,692,A/F,0
1972,692,A/F,0
1973,692,A/F,0
1974,692,A/F,0
1975,692,A/F,0
1976,692,A/F,0
1977,692,A/F,0
1978,692,A/F,0
1979,692,A/F,0
1980,692,A/F,0
1981,692,A/F,0
1982,692,A/F,0
1983,692,A/F,0
1984,692,A/F,0
1985,692,A/F,0
1986,692,A/F,0
1987,692,A/F,0
1988,692,A/F,0
1989,692,A/F,0
1990,692,A/F,0
1991,692,A/F,0
1992,692,A/F,0
1993,692,A/F,0
1994,692,A/F,0
1995,692,A/F,0
1996,692,A/F,0
1997,692,A/F,0
1998,692,A/F,0
1999,692,A/F,0
2000,692,A/F,0
2001,692,A/F,0
2002,692,A/F,0
2003,692,A/F,0
2004,692,A/F,0
2005,692,A/F,0
2006,692,A/F,0
2007,692,A/F,0
2008,692,A/F,0
2009,692,A/F,0
2010,692,A/P,0
2011,692,A/F,0
2012,692,A/F,0
2013,692,A/F,0
2014,692,A/F,0
2015,692,A/F,0
2016,692,A/F,0
2017,692,A/F,0
2018,692,A/F,0
2019,692,A/F,1
2020,692,A/F,1
2021,692,A/F,1
2022,692,A/F,1
2023,692,A/F,1
2024,692,A/F,1
2025,692,A/F,1
1971,694,A/F,0
1972,694,A/F,0
1973,694,A/F,0
1974,694,A/F,0
1975,694,A/F,0
1976,694,A/F,0
1977,694,A/F,0
1978,694,A/F,0
1979,694,A/F,0
1980,694,A/F,0
1981,694,A/F,0
1982,694,A/F,0
1983,694,A/F,0
1984,694,A/F,0
1985,694,A/F,0
1986,694,A/F,0
1987,694,A/F,0
1988,694,A/F,0
1989,694,A/F,0
1990,694,A/F,0
1991,694,A/F,0
1992,694,A/F,0
1993,694,A/F,0
1994,694,A/F,0
1995,694,A/F,0
1996,694,A/F,0
1997,694,A/F,0
1998,694,A/F,0
1999,694,A/F,0
2000,694,A/F,0
2001,694,A/F,0
2002,694,A/F,0
2003,694,A/F,0
2004,694,A/F,0
2005,694,A/F,0
2006,694,A/F,0
2007,694,A/F,0
2008,694,A/F,0
2009,694,A/F,0
2010,694,A/F,0
2011,694,A/F,0
2012,694,A/F,0
2013,694,A/F,0
2014,694,A/F,0
2015,694,A/F,0
2016,694,A/F,0
2017,694,A/F,0
2018,694,A/F,0
2019,694,A/F,1
2020,694,A/F,1
2021,694,A/F,1
2022,694,A/F,1
2023,694,A/F,1
2024,694,A/F,1
2025,694,A/F,1
1971,696,A/F,0
1972,696,A/F,0
1973,696,A/F,0
1974,696,A/F,0
1975,696,A/F,0
1976,696,A/F,0
1977,696,A/F,0
1978,696,A/F,0
1979,696,A/F,0
1980,696,A/F,0
1981,696,A/F,0
1982,696,A/F,0
1983,696,A/F,0
1984,696,A/F,0
1985,696,A/F,0
1986,696,A/F,0
1987,696,A/F,0
1988,696,A/F,0
1989,696,A/F,0
1990,696,A/F,0
1991,696,A/F,0
1992,696,A/F,0
1993,696,A/F,0
1994,696,A/F,0
1995,696,A/F,0
1996,696,A/F,0
1997,696,A/F,0
1998,696,A/F,0
1999,696,A/F,0
2000,696,A/F,0
2001,696,A/F,0
2002,696,A/F,0
2003,696,A/F,0
2004,696,A/F,0
2005,696,A/F,0
2006,696,A/F,0
2007,696,A/F,0
2008,696,A/F,0
2009,696,A/F,0
2010,696,A/F,0
2011,696,A/F,0
2012,696,A/F,0
2013,696,A/F,0
2014,696,A/F,0
2015,696,A/F,0
2016,696,A/F,0
2017,696,A/F,0
2018,696,A/F,0
2019,696,A/F,1
2020,696,A/F,1
2021,696,A/F,1
2022,696,A/F,1
2023,696,A/F,1
2024,696,A/F,1
2025,696,A/F,1
1970,698,A/F,0
1971,698,A/F,0
1972,698,A/F,0
1973,698,A/F,0
1974,698,A/F,0
1975,698,A/F,0
1976,698,A/F,0
1977,698,A/F,0
1978,698,A/F,0
1979,698,A/F,0
1980,698,A/F,0
1981,698,A/F,0
1982,698,A/F,0
1983,698,A/F,0
1984,698,A/F,0
1985,698,A/F,0
1986,698,A/F,0
1987,698,A/F,0
1988,698,A/F,0
1989,698,A/F,0
1990,698,A/F,0
1991,698,A/F,0
1992,698,A/F,0
1993,698,A/F,0
1994,698,A/F,0
1995,698,A/F,0
1996,698,A/F,0
1997,698,A/F,0
1998,698,A/F,0
1999,698,A/F,0
2000,698,A/F,0
2001,698,A/F,0
2002,698,A/F,0
2003,698,A/F,0
2004,698,A/F,0
2005,698,A/F,0
2006,698,A/F,0
2007,698,A/F,0
2008,698,A/F,0
2009,698,A/F,0
2010,698,A/F,0
2011,698,A/F,0
2012,698,A/F,0
2013,698,A/F,0
2014,698,A/F,0
2015,698,A/F,0
2016,698,A/F,0
2017,698,A/F,0
2018,698,A/F,0
2019,698,A/F,1
2020,698,A/F,1
2021,698,A/F,1
2022,698,A/F,1
2023,698,A/F,1
2024,698,A/F,1
2025,698,A/F,1
1970,700,A/F,0
1971,700,A/F,0
1972,700,A/F,0
1973,700,A/F,0
1974,700,A/F,0
1975,700,A/F,0
1976,700,A/F,0
1977,700,A/F,0
1978,700,transition,0
1979,700,transition,0
1980,700,transition,0
1981,700,transition,0
1982,700,transition,0
1983,700,transition,0
1984,700,transition,0
1985,700,transition,0
1986,700,transition,0
1987,700,transition,0
1988,700,transition,0
1989,700,A/F,0
1990,700,A/F,0
1991,700,A/F,0
1992,700,transition,0
1993,700,transition,0
1994,700,transition,0
1995,700,transition,0
1996,700,A/F,0
1997,700,A/F,0
1998,700,A/F,0
1999,700,A/F,0
2000,700,A/F,0
2001,700,transition,0
2002,700,transition,0
2003,700,transition,0
2004,700,transition,0
2005,700,transition,0
2006,700,transition,0
2007,700,transition,0
2008,700,transition,0
2009,700,transition,0
2010,700,transition,0
2011,700,transition,0
2012,700,transition,0
2013,700,transition,0
2014,700,A/P,0
2015,700,A/P,0
2016,700,A/P,0
2017,700,A/P,0
2018,700,A/P,0
2019,700,A/P,1
2020,700,A/P,1
2021,700,A/P,1
2022,700,A/P,1
2023,700,A/P,1
2024,700,A/P,1
2025,700,A/P,1
1991,701,A/F,0
1992,701,A/F,0
1993,701,A/F,0
1994,701,A/F,0
1995,701,A/F,0
1996,701,A/F,0
1997,701,A/F,0
1998,701,A/F,0
1999,701,A/F,0
2000,701,A/F,0
2001,701,A/F,0
2002,701,A/F,0
2003,701,A/F,0
2004,701,A/F,0
2005,701,A/F,0
2006,701,A/F,0
2007,701,A/F,0
2008,701,A/F,0
2009,701,A/F,0
2010,701,A/F,0
2011,701,A/F,0
2012,701,A/F,0
2013,701,A/F,0
2014,701,A/F,0
2015,701,A/F,0
2016,701,A/F,0
2017,701,A/F,0
2018,701,A/F,0
2019,701,A/F,1
2020,701,A/F,1
2021,701,A/F,1
2022,701,A/F,1
2023,701,A/F,1
2024,701,A/F,1
2025,701,A/F,1
1991,702,A/P,0
1992,702,A/F,0
1993,702,A/F,0
1994,702,A/F,0
1995,702,A/F,0
1996,702,A/F,0
1997,702,A/F,0
1998,702,A/P,0
1999,702,A/P,0
2000,702,A/P,0
2001,702,A/P,0
2002,702,A/P,0
2003,702,A/P,0
2004,702,A/P,0
2005,702,A/P,0
2006,702,A/P,0
2007,702,A/P,0
2008,702,A/P,0
2009,702,A/P,0
2010,702,A/P,0
2011,702,A/P,0
2012,702,A/P,0
2013,702,A/P,0
2014,702,A/P,0
2015,702,A/P,0
2016,702,A/P,0
2017,702,A/P,0
2018,702,A/P,0
2019,702,A/P,1
2020,702,A/P,1
2021,702,A/P,1
2022,702,A/P,1
2023,702,A/P,1
2024,702,A/P,1
2025,702,A/P,1
1991,703,A/F,0
1992,703,A/F,0
1993,703,A/F,0
1994,703,A/F,0
1995,703,A/F,0
1996,703,A/F,0
1997,703,A/F,0
1998,703,A/F,0
1999,703,A/F,0
2000,703,A/F,0
2001,703,A/F,0
2002,703,A/F,0
2003,703,A/F,0
2004,703,A/F,0
2005,703,D/P,0
2006,703,D/P,0
2007,703,D/P,0
2008,703,D/P,0
2009,703,D/P,0
2010,703,transition,0
2011,703,D/fact,0
2012,703,D/fact,0
2013,703,D/fact,0
2014,703,D/fact,0
2015,703,D/fact,0
2016,703,D/fact,0
2017,703,D/fact,0
2018,703,D/fact,0
2019,703,D/fact,1
2020,703,D/fact,1
2021,703,D/fact,1
2022,703,D/fact,1
2023,703,D/fact,1
2024,703,D/fact,1
2025,703,D/fact,1
1991,704,A/F,0
1992,704,A/F,0
1993,704,A/F,0
1994,704,A/F,0
1995,704,A/F,0
1996,704,A/F,0
1997,704,A/F,0
1998,704,A/F,0
1999,704,A/F,0
2000,704,A/F,0
2001,704,A/F,0
2002,704,A/F,0
2003,704,A/F,0
2004,704,A/F,0
2005,704,A/F,0
2006,704,A/F,0
2007,704,A/F,0
2008,704,A/F,0
2009,704,A/F,0
2010,704,A/F,0
2011,704,A/F,0
2012,704,A/F,0
2013,704,A/F,0
2014,704,A/F,0
2015,704,A/F,0
2016,704,A/F,0
2017,704,A/F,0
2018,704,A/F,0
2019,704,A/F,1
2020,704,A/F,1
2021,704,A/F,1
2022,704,A/F,1
2023,704,A/F,1
2024,704,A/F,1
2025,704,A/F,1
1991,705,A/P,0
1992,705,A/P,0
1993,705,A/P,0
1994,705,A/P,0
1995,705,A/F,0
1996,705,A/F,0
1997,705,A/F,0
1998,705,A/F,0
1999,705,A/F,0
2000,705,A/F,0
2001,705,A/F,0
2002,705,A/F,0
2003,705,A/F,0
2004,705,A/F,0
2005,705,A/F,0
2006,705,A/F,0
2007,705,A/F,0
2008,705,A/F,0
2009,705,A/F,0
2010,705,A/F,0
2011,705,A/F,0
2012,705,A/F,0
2013,705,A/F,0
2014,705,A/F,0
2015,705,A/F,0
2016,705,A/F,0
2017,705,A/F,0
2018,705,A/F,0
2019,705,A/F,1
2020,705,A/F,1
2021,705,A/F,1
