indicator,factor_1,factor_2,factor_3,factor_4
v2xcl_disc,0.9200961102054208,0.1847512949979478,0.15232610050350598,0.027303126899361093
v2xel_elecparl,0.10422983728061411,0.037748077891526996,0.1227703253122632,-0.00037334503648991935
v2xlg_leginter,-0.052272043863680215,-0.09922958935249747,-0.14366939362937275,0.0027628795688049573
v2xel_elecpres,0.05952495613865005,-0.14076947211188745,0.16635432200636693,0.15689490948528223
v2x_hosinter,-0.028278030000860578,-0.07596229600883767,-0.10601885235573046,0.026399869565487254
v2x_hosabort,-0.004898696274870705,-0.045561100025217814,-0.02425708856815408,0.007085975954838258
v2x_legabort,-0.006110290368533448,-0.031354507409677906,-0.025195443776193784,-0.00037594515864846495
v2xex_elecleg,0.34726460332342846,0.13534480853251069,0.6827485986418583,-0.06248300560950984
v2xps_party,0.5326012951768557,0.5687640415538923,0.24343572084747733,-0.1093386523375644
v2x_divparctrl,0.17206385165058666,-0.11134768794288284,-0.13738860890727123,-0.03295661568739941
v2x_feduni,0.6571226344543681,0.2538782458519664,0.12954009445436532,0.028597589086807672
v2xca_academ,0.9281365347448917,0.13866893543782668,0.055018034119855494,0.030132112268000756
v2x_electoral_integrity,0.9762972377189962,0.1656373421581088,0.10918642572037623,-0.025244316024402372
v2x_polyarchy_stock,0.6667654347824588,0.4897434877176024,-0.048126698126901554,0.07400044131722987
v2x_libdem_stock,0.6466702310359661,0.5343306887213624,-0.10681274737842099,0.04309240749267982
v2x_partipdem_stock,0.635817288353539,0.5192426256812048,-0.08248759889818558,0.1057971540969023
v2x_delibdem_stock,0.648004111221458,0.5103269539211466,-0.06611615008759421,0.06245566841306459
v2x_egaldem_stock,0.5962162370731013,0.6000470265628672,0.007409338331823487,0.07600865589950692
v2xed_ed_inpt,-0.5577703230813653,-0.13873287554058622,0.3139169396612986,-0.10156607617451278
v2xed_ed_inco,-0.7207984882016186,-0.16999409894139772,0.285515614658336,-0.0932597779953201
v2xed_ed_cent,-0.45926325352237535,-0.17365358810093312,0.35177859719167714,-0.12091598951722919
v2xed_ed_ptcon,-0.5349844010781143,-0.2161143458861104,0.2506660540636467,-0.02588415613958668
v2xedvd_inpt,-0.7394010227252316,-0.16125445946987954,0.2762845775259056,-0.08044070974371637
v2xedvd_me_inco,-0.9684763478441116,-0.11427432284200728,-0.03417866888989287,0.011248351670703635
v2xedvd_me_cent,-0.9610299526116369,-0.1272275572926499,-0.014735851033261325,0.0267598087238975
v2edcentcurrlm,-0.31695736111370776,-0.08592009085911838,0.33083563838152685,-0.18011210765279717
v2edcenttxbooks,-0.4950269788700252,-0.24375883199030285,0.30447743307941144,-0.1280081808443176
